,row,column,hidden_layers,hidden_size,learning_rate,activation,optimizer,hp,surprisal,accuracy,good_outcomes,bad_outcomes
246,4,46,1,13,0.01,ReLU,SGD,-16,1.3862943611198906,0.25,25,75
247,4,47,1,33,0.01,ReLU,SGD,52,0.7765287894989963,0.46,46,54
248,4,48,1,57,0.01,ReLU,SGD,65,0.7339691750802004,0.48,48,52
249,4,49,1,51,0.01,ReLU,SGD,43,1.0788096613719298,0.34,34,66
250,5,0,1,8,0.01,ReLU,SGD,51,1.0216512475319814,0.36,36,64
251,5,1,1,25,0.01,ReLU,SGD,10,1.0216512475319814,0.36,36,64
252,5,2,1,52,0.01,ReLU,SGD,31,0.8675005677047231,0.42,42,58
253,5,3,1,21,0.01,ReLU,SGD,65,0.7985076962177716,0.45,45,55
254,5,4,1,62,0.01,ReLU,SGD,105,0.5621189181535413,0.57,57,43
255,5,5,1,16,0.01,ReLU,SGD,38,0.9942522733438669,0.37,37,63
256,5,6,1,15,0.01,ReLU,SGD,47,1.0498221244986778,0.35,35,65
257,5,7,1,12,0.01,ReLU,SGD,25,1.3093333199837622,0.27,27,73
258,5,8,1,34,0.01,ReLU,SGD,22,1.171182981502945,0.31,31,69
259,5,9,1,29,0.01,ReLU,SGD,67,0.941608539858445,0.39,39,61
260,5,10,1,30,0.01,ReLU,SGD,28,1.3093333199837622,0.27,27,73
261,5,11,1,20,0.01,ReLU,SGD,27,1.1086626245216111,0.33,33,67
262,5,12,1,44,0.01,ReLU,SGD,54,0.941608539858445,0.39,39,61
263,5,13,1,39,0.01,ReLU,SGD,51,0.941608539858445,0.39,39,61
264,5,14,1,48,0.01,ReLU,SGD,57,1.0498221244986778,0.35,35,65
265,5,15,1,26,0.01,ReLU,SGD,59,0.7985076962177716,0.45,45,55
266,5,16,1,17,0.01,ReLU,SGD,21,0.9675840262617056,0.38,38,62
267,5,17,1,36,0.01,ReLU,SGD,99,0.7133498878774648,0.49,49,51
268,5,18,1,46,0.01,ReLU,SGD,45,0.9942522733438669,0.37,37,63
269,5,19,1,36,0.01,ReLU,SGD,48,0.941608539858445,0.39,39,61
270,5,20,1,17,0.01,ReLU,SGD,36,1.2729656758128873,0.28,28,72
271,5,21,1,12,0.01,ReLU,SGD,51,1.0216512475319814,0.36,36,64
272,5,22,1,17,0.01,ReLU,SGD,87,0.9942522733438669,0.37,37,63
273,5,23,1,45,0.01,ReLU,SGD,63,0.8675005677047231,0.42,42,58
274,5,24,1,29,0.01,ReLU,SGD,26,1.1394342831883648,0.32,32,68
275,5,25,1,23,0.01,ReLU,SGD,48,0.9675840262617056,0.38,38,62
276,5,26,1,19,0.01,ReLU,SGD,81,1.171182981502945,0.31,31,69
277,5,27,1,24,0.01,ReLU,SGD,58,0.916290731874155,0.4,40,60
278,5,28,1,22,0.01,ReLU,SGD,88,0.7765287894989963,0.46,46,54
279,5,29,1,39,0.01,ReLU,SGD,70,0.8915981192837836,0.41,41,59
280,5,30,1,40,0.01,ReLU,SGD,17,1.2729656758128873,0.28,28,72
281,5,31,1,41,0.01,ReLU,SGD,40,1.1086626245216111,0.33,33,67
282,5,32,1,32,0.01,ReLU,SGD,67,0.8209805520698302,0.44,44,56
283,5,33,1,18,0.01,ReLU,SGD,50,1.1086626245216111,0.33,33,67
284,5,34,1,9,0.01,ReLU,SGD,16,1.5606477482646683,0.21,21,79
285,5,35,1,8,0.01,ReLU,SGD,14,1.3470736479666092,0.26,26,74
286,5,36,1,60,0.01,ReLU,SGD,51,0.7765287894989963,0.46,46,54
